"Story","Title","Result","Date","Stability","Duration (s)"
"Testing different Requests on the Student Application","Check if the Student Application can be accessed by the user","SUCCESS","2023-11-24T19:16:20.5778369+05:30[Asia/Calcutta]","0.0","3.75"
